scholarship_id,scholarship_name,scope_type,provider,category,country,academic_year,source,source_url,verification_status,notes
SCH100,Nagaland State Pre-Matric Scholarship,State,Government of Nagaland,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH101,Nagaland State Merit Scholarship,State,Government of Nagaland,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH102,Nagaland State Minority Scholarship,State,Government of Nagaland,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH103,Odisha State Post-Matric Scholarship,State,Government of Odisha,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH104,Odisha State Pre-Matric Scholarship,State,Government of Odisha,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH105,Odisha State Merit Scholarship,State,Government of Odisha,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH106,Odisha State Minority Scholarship,State,Government of Odisha,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH107,Punjab State Post-Matric Scholarship,State,Government of Punjab,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH108,Punjab State Pre-Matric Scholarship,State,Government of Punjab,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH109,Punjab State Merit Scholarship,State,Government of Punjab,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH110,Punjab State Minority Scholarship,State,Government of Punjab,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH111,Rajasthan State Post-Matric Scholarship,State,Government of Rajasthan,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH112,Rajasthan State Pre-Matric Scholarship,State,Government of Rajasthan,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH113,Rajasthan State Merit Scholarship,State,Government of Rajasthan,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH114,Rajasthan State Minority Scholarship,State,Government of Rajasthan,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH115,Sikkim State Post-Matric Scholarship,State,Government of Sikkim,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH116,Sikkim State Pre-Matric Scholarship,State,Government of Sikkim,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH117,Sikkim State Merit Scholarship,State,Government of Sikkim,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH118,Sikkim State Minority Scholarship,State,Government of Sikkim,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH119,Tamil Nadu State Post-Matric Scholarship,State,Government of Tamil Nadu,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH120,Tamil Nadu State Pre-Matric Scholarship,State,Government of Tamil Nadu,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH121,Tamil Nadu State Merit Scholarship,State,Government of Tamil Nadu,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH122,Tamil Nadu State Minority Scholarship,State,Government of Tamil Nadu,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH123,Telangana State Post-Matric Scholarship,State,Government of Telangana,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH124,Telangana State Pre-Matric Scholarship,State,Government of Telangana,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH125,Telangana State Merit Scholarship,State,Government of Telangana,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH126,Telangana State Minority Scholarship,State,Government of Telangana,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH127,Tripura State Post-Matric Scholarship,State,Government of Tripura,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH128,Tripura State Pre-Matric Scholarship,State,Government of Tripura,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH129,Tripura State Merit Scholarship,State,Government of Tripura,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH130,Tripura State Minority Scholarship,State,Government of Tripura,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH131,Uttar Pradesh State Post-Matric Scholarship,State,Government of Uttar Pradesh,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH132,Uttar Pradesh State Pre-Matric Scholarship,State,Government of Uttar Pradesh,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH133,Uttar Pradesh State Merit Scholarship,State,Government of Uttar Pradesh,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH134,Uttar Pradesh State Minority Scholarship,State,Government of Uttar Pradesh,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH135,Uttarakhand State Post-Matric Scholarship,State,Government of Uttarakhand,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH136,Uttarakhand State Pre-Matric Scholarship,State,Government of Uttarakhand,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH137,Uttarakhand State Merit Scholarship,State,Government of Uttarakhand,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH138,Uttarakhand State Minority Scholarship,State,Government of Uttarakhand,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH139,West Bengal State Post-Matric Scholarship,State,Government of West Bengal,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH140,West Bengal State Pre-Matric Scholarship,State,Government of West Bengal,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH141,West Bengal State Merit Scholarship,State,Government of West Bengal,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH142,West Bengal State Minority Scholarship,State,Government of West Bengal,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH143,Delhi State Post-Matric Scholarship,State,Government of Delhi,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH144,Delhi State Pre-Matric Scholarship,State,Government of Delhi,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH145,Delhi State Merit Scholarship,State,Government of Delhi,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH146,Delhi State Minority Scholarship,State,Government of Delhi,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH147,Jammu and Kashmir State Post-Matric Scholarship,State,Government of Jammu and Kashmir,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH148,Jammu and Kashmir State Pre-Matric Scholarship,State,Government of Jammu and Kashmir,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH149,Jammu and Kashmir State Merit Scholarship,State,Government of Jammu and Kashmir,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH150,Jammu and Kashmir State Minority Scholarship,State,Government of Jammu and Kashmir,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH151,Ladakh State Post-Matric Scholarship,State,Government of Ladakh,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH152,Ladakh State Pre-Matric Scholarship,State,Government of Ladakh,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH153,Ladakh State Merit Scholarship,State,Government of Ladakh,Merit,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH154,Ladakh State Minority Scholarship,State,Government of Ladakh,Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Prototype state-category record; verify current state scheme name and portal,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH155,University Merit Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH156,University Need-Based Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH157,University Tuition Fee Waiver,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH158,University Research Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH159,University Women Student Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH160,University Sports Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH161,University Academic Excellence Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH162,University Disability Support Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH163,University Economically Weaker Student Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH164,University International Student Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH165,College Merit Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH166,College Need-Based Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH167,College Tuition Fee Waiver,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH168,College Academic Excellence Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH169,College Sports Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH170,College Girl Student Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH171,College Disability Support Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH172,College Research Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH173,College Alumni Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH174,College Economically Weaker Student Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH175,Institutional Entrance Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH176,Institutional Performance Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH177,Institutional Sibling Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH178,Institutional Single-Parent Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH179,Institutional Defence Personnel Ward Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH180,Institutional Staff Ward Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH181,Institutional Community Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH182,Institutional Innovation Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH183,Institutional Entrepreneurship Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH184,Institutional Cultural Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH185,Institutional NCC/NSS Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH186,Institutional STEM Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH187,Institutional Arts Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH188,Institutional Rural Student Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH189,Institutional First-Generation Learner Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH190,Institutional Hostel Fee Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH191,Institutional Sports Excellence Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH192,Institutional Academic Continuation Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
SCH193,Institutional Emergency Financial Aid Scholarship,Institutional,University/College (institution-specific),Merit/Welfare,India,2026-27,National Scholarship Portal / UGC / state or institution category,https://scholarships.gov.in/All-Scholarships,Generic institutional scholarship category; verify individual institution,"Eligibility, amount, deadlines and participating institutions vary. Verify before production use."
